bookID,isbn,title,authors,categories,published_year,average_rating,num_pages,ratings_count
4135,684857081,Easy Riders Raging Bulls,Peter Biskind,Performing Arts,1999,4.11,512,5004
4136,684859238,To Have and Have Not,Ernest Hemingway,Fiction,1999,3.56,176,18450
4137,684865521,No Heroes,Chris Offutt,Biography & Autobiography,2003,3.85,272,179
4138,684867427,Jukebox Queen Of Malta,Nicholas Rinaldi,Fiction,2000,3.47,368,118
4139,684867486,Yesterday I Cried,Iyanla Vanzant,Self-Help,2000,4.22,304,2250
4140,684867850,Of Time and the River,Thomas Wolfe,Fiction,1999,4.19,896,751
4141,684868199,Picture This,Joseph Heller,Fiction,2000,3.68,352,1184
4142,684873176,The Mutineer,Hunter S. Thompson,Biography & Autobiography,2014,4.1,752,84
4143,684873206,Hey Rube,Hunter S. Thompson,Literary Collections,2005,3.68,272,2242
4144,684873214,Screwjack,Hunter S. Thompson,Fiction,2000,3.57,64,3363
4145,687002826,Exclusion and Embrace,Miroslav Volf,Religion,1996,4.27,306,1895
4146,688003478,The Merlin Trilogy,Mary Stewart,Fiction,1980,4.39,928,4040
4147,688023720,Karate is a Thing of the Spirit,Harry Crews,Fiction,1983,3.84,218,230
4148,688039693,Leadership and the One Minute Manager,Ken Blanchard;Patricia Zigarmi;Drea Zigarmi,Business & Economics,1999,3.97,111,2445
4150,688085873,A Short History of World War II,James L. Stokesbury,History,1980,3.93,416,454
4151,688090257,Worlds enough and time,Joe Haldeman;Joe W. Haldeman,Fiction,1992,3.7,332,322
4152,688093680,The first man in Rome,Colleen McCullough,Fiction,1990,4.1,896,294
4153,688094554,Ten Days to Self-Esteem,David D. Burns,Self-Help,1999,3.97,336,408
4154,688095135,Korean Short History,James L. Stokesbury,History,1990,3.65,280,110
4155,688140718,Trapped in T Mirror,Elan Golomb,Family & Relationships,1995,3.82,272,729
4156,688143881,"Julius, the Baby of the World",Kevin Henkes,Juvenile Fiction,1995,4.27,32,6528
4157,688143920,The Twelve Dancing Princesses,Marianna Mayer,Juvenile Fiction,1998,4.32,40,83
4158,688149898,Love Poems,Nikki Giovanni,Poetry,1997,4.27,96,1654
4159,688151329,Behind a Mask,Louisa May Alcott,Fiction,1997,3.76,281,1019
4160,688152023,NYC Ballet Workout,Peter Martins,Health & Fitness,1997,4,208,231
4161,688153879,Kevin Trudeau's Mega Memory,Kevin Trudeau,Self-Help,1997,3.51,368,124
4162,688154727,Chester's Way,Kevin Henkes,Juvenile Fiction,1997,4.22,32,5021
4163,688166253,The Purpose of Your Life,Carol Adrienne,"Body, Mind & Spirit",1999,3.75,320,209
4164,688171621,Naked Pictures of Famous People,Jon Stewart,Humor,1999,3.59,164,8623
4165,688172172,Phantoms in the Brain,V. S. Ramachandran,Medical,1999,4.25,352,14549
4166,688172245,The Lost Tomb,Kent R. Weeks,Social Science,1999,4.07,384,374
4167,689707495,Cloudy With a Chance of Meatballs,Judi Barrett,Juvenile Fiction,1982,4.16,32,114747
4168,689716044,The Bears on Hemlock Mountain,Alice Dalgliesh,Juvenile Fiction,1992,3.78,64,2017
4169,689718764,The Fourth of July Story,Alice Dalgliesh,Juvenile Nonfiction,1995,4,32,242
4170,689802170,My Name Is Maria Isabel,Alma Flor Ada;Ana M. Cerro,Juvenile Fiction,1995,3.88,64,450
4171,689822847,Hitty Her First Hundred Years,Rachel Field,Juvenile Fiction,1998,3.85,256,6850
4172,689823827,A Child's Garden of Verses,Robert Louis Stevenson,Juvenile Fiction,1999,4.3,67,21780
4173,689833768,Sad Underwear and Other Complications,Judith Viorst,Juvenile Nonfiction,2000,3.87,80,104
4174,689834195,Salt in His Shoes,Deloris Jordan;Roslyn M. Jordan,Juvenile Nonfiction,2003,4.21,32,1054
4175,689835612,Where Is Baby's Mommy?,Karen Katz,Juvenile Nonfiction,2001,4.15,14,408
4176,689837186,Poppy,Avi,Children's stories,2005,3.96,163,6589
4177,689840330,Silver on the Tree,Susan Cooper,Juvenile Fiction,2000,4.15,274,27396
4178,689845367,The Tombs of Atuan,Ursula K. Le Guin,Fiction,2001,4.09,180,69119
4179,689846177,"Sagwa, The Chinese Siamese Cat",Amy Tan,Juvenile Fiction,2001,4.02,40,967
4180,689848820,The Storm,Cynthia Rylant,Juvenile Fiction,2003,4.18,80,401
4181,689849125,Voting Rights Days,Ellen Weiss,Juvenile Fiction,2002,4.3,75,9
4182,689849257,Counting Christmas,Karen Katz,Juvenile Fiction,2003,3.56,32,147
4183,689851138,Who Wants a Cheap Rhinoceros?,Shel Silverstein,Juvenile Fiction,2002,3.96,64,1857
4184,689851901,"What a Scare, Jesse Bear",Nancy White Carlstrom,Juvenile Fiction,2012,3.47,32,100
4185,689852231,The House of the Scorpion,Nancy Farmer,Young Adult Fiction,2004,4.1,380,68128
4186,689860064,Dragondrums,Anne McCaffrey,Juvenile Fiction,2003,4.06,243,27535
4187,689860072,Dragonsinger,Anne McCaffrey,Juvenile Fiction,2003,4.28,288,34207
4188,689861133,"Moo, Baa, la la La!",Sandra Boynton,Animal sounds,2004,4.2,14,28261
4189,689862466,The Octopus,Cynthia Rylant;Preston McDaniels,Juvenile Fiction,2005,4.16,64,117
4190,689863110,The Eagle,Cynthia Rylant;Preston McDaniels,Juvenile Fiction,2005,4.08,64,155
4191,689868014,Rash,Pete Hautman,Juvenile Fiction,2006,3.75,256,2927
4192,689868839,The Children's Homer,Padraic Colum,Juvenile Fiction,2004,3.89,256,104
4193,689869037,Invisible,Pete Hautman,Juvenile Fiction,2006,3.84,160,2269
4194,689869908,Beatrice's Goat,Page McBrier,Juvenile Nonfiction,2004,4.24,40,523
4195,689870167,Michael's Golden Rules,Deloris Jordan;Michael Jordan,Juvenile Fiction,2007,3.95,32,82
4196,689870400,Amelia's 6th-Grade Notebook,Marissa Moss,Juvenile Fiction,2005,4.01,80,616
4197,689873190,The Au Pairs,Melissa de la Cruz,Juvenile Fiction,2005,3.65,294,6077
4198,689874090,I Love Saturdays y domingos,Alma Flor Ada,Juvenile Fiction,2004,4.03,32,33
4199,689876700,Star Bright,Cathy Hapka,Juvenile Nonfiction,2005,3.67,160,3
4200,689878559,Alanna,Tamora Pierce,Juvenile Fiction,2005,4.27,274,96683
4201,689878583,The Woman Who Rides Like a Man,Tamora Pierce,Juvenile Fiction,2005,4.21,284,58610
4202,691008531,Soldiers of Destruction,Charles W. Sydnor,History,1990,4,375,67
4203,691013802,"Sounds, Feelings, Thoughts",Wisława Szymborska,Poetry,1981,4.33,232,213
4204,691015970,Dionysiac Poetics and Euripides' Bacchae,Charles Segal,Literary Criticism,1997,4.62,440,12
4205,691017778,The Myth of the Eternal Return,Mircea Eliade,Social Science,1971,4.23,195,1706
4206,691019045,Eugene Onegin: Commentary and index,Aleksandr Sergeevich Pushkin,Literary Criticism,1990,4.22,1056,43
4207,691019053,EUGENE ONEGIN - A NOVEL IN VERSE V.1,Aleksandr Sergeevich Pushkin,Literary Criticism,1990,4.22,309,269
4208,691019401,The Essential Kierkegaard,S瞨en·Kierkegaard,Philosophy,2000,4.18,524,1737
4209,691019584,A Source Book in Indian Philosophy,"Sarvepalli Radhakrishnan, Sir",Philosophy,1957,4.11,720,144
4211,691020167,Philosophy and the Mirror of Nature,Richard Rorty,Philosophy,1980,4,424,2720
4212,691020418,Kierkegaard's Writings,Søren Kierkegaard,,1987,4.25,702,1073
4213,691020680,Images and Symbols,Mircea Eliade,Religion,1961,4.15,192,337
4214,691024715,Vladimir Nabokov,Brian Boyd,Biography & Autobiography,1991,4.31,800,254
4215,691027498,The Rise of Christianity,Rodney Stark,Religion,1996,4.04,246,42
4216,691037388,Making Democracy Work,Robert D. Putnam;Robert Leonardi;Raffaella Nanetti,Political Science,1993,3.83,280,567
4217,691037795,Multiculturalism,Charles Taylor;Amy Gutmann,Philosophy,1994,3.81,192,325
4218,691050848,The Nature of Space and Time,Stephen Hawking;Roger Penrose,Science,2000,4.09,152,945
4219,691096104,The Essential John Nash,John Nash,Mathematics,2007,3.92,244,76
4220,691097186,The complete works of Aristotle,Aristoteles,"Philosophy, Ancient",1985,4.43,1776,676
4222,691102570,Hamlet in Purgatory,Stephen Greenblatt,Drama,2002,3.94,344,209
4223,691102961,The Two-Mile Time Machine,Richard B. Alley,Science,2002,3.99,229,139
4224,691119422,Shamanism,Mircea Eliade,"Body, Mind & Spirit",2004,4.22,610,1933
4225,691120528,Hegel's Preface to the Phenomenology of Spirit,Georg Wilhelm Friedrich Hegel;Yirmiyahu Yovel,Philosophy,2005,4.04,223,103
4226,691122946,On Bullshit,Harry G. Frankfurt,Philosophy,2005,3.57,67,8773
4227,694524751,The Chronicles of Narnia CD Box Set,C. S. Lewis,Juvenile Fiction,2004,4.26,31,198
4228,696211521,Second Home,,House & Home,2000,3.83,216,6
4229,698112687,Sisters,Charles Higham,Biography & Autobiography,1984,3.3,257,66
4230,698115678,The Legend of the Poinsettia,,Juvenile Fiction,1997,4.19,32,2285
4231,698116410,Many Luscious Lollipops,Ruth Heller,Juvenile Nonfiction,1998,4.06,48,307
4232,698117972,"Mine, All Mine",Ruth Heller,Juvenile Nonfiction,1999,4.07,48,109
4233,698118758,Fantastic! Wow! and Unreal!,Ruth Heller,Juvenile Nonfiction,2000,4.21,32,78
4234,701137681,In Search of Lost Time,Marcel Proust,,1992,4.14,534,21
4235,701179791,The Risk of Darkness,Susan Hill,Detective and mystery stories,2006,3.95,320,2913
4236,704102471,The Egg and I,Betty MacDonald,Farm life,1992,3.93,288,6223
4238,711983089,The Beatles years,Barry Miles;Keith Badman,Biography & Autobiography,2001,4.53,376,12
4239,712607943,Ender's Game,Orson Scott Card,,1985,4.3,304,257
4240,712645624,The Mansion on the Hill,Fred Goodman,Music trade,2003,3.93,448,2
4241,713998784,The World is Flat,Thomas L. Friedman,Computer science,2005,3.68,496,97
4242,713998946,America,Jon Stewart;Ben Karlin;David Javerbaum,Democracy,2005,4.02,228,79299
4243,714529036,Hooked,Pauline Kael,Motion pictures,1990,4.04,528,91
4244,714530034,Alfred Hitchcock and the Making of Psycho,Stephen Rebello,Psycho (Motion picture : 1960),1998,3.9,224,13
4245,714541109,"Collected Plays: As you desire me; Think it over, Giacomino!; This time it will be different; The imbecile",Luigi Pirandello,,1987,3.92,236,12
4246,715629948,Euripides,Pantelis Michelakis,Drama,2006,4.02,144,12
4247,715633996,The Egyptologist,Arthur Phillips,Americans,2005,3.27,392,51
4248,716799561,Economics: European Edition,Paul Krugman;Robin Wells;Kathryn Graddy,Business & Economics,2007,3.95,1088,111
4249,718132386,Banker,Dick Francis,Fiction,2000,4.04,288,2984
4250,718144465,Sushi for Beginners,Marian Keyes,Business women,2000,3.69,448,269
4251,718149297,Medicus and the Disappearing Dancing Girls,Ruth Downie,Detective and mystery stories,2006,3.73,464,38
4253,719071151,A Farewell to Arms?,Michael Cox;Adrian Guelke;Fiona Stephen,History,2006,4.33,624,0
4254,719566223,Maisie Dobbs,Jacqueline Winspear,Detective and mystery stories,2005,3.92,292,157
4255,719566231,Birds of a Feather,Jacqueline Winspear,Children of the rich,2005,3.96,307,21
4256,720608724,Black Sugar,Jeremy Reed,"Erotic poetry, English",1992,4.2,288,174
4257,721601944,Robbins and Cotran Review of Pathology,Edward C. Klatt;Stanley Leonard Robbins;Vinay Kumar,Medical,2005,4.37,432,51
4259,722539010,How to Seduce Your Dream Man,Anna Maxted,Man-woman relationships,1999,3.89,224,9
4260,722540400,Mutant Message from Forever,Marlo Morgan,Aboriginal Australians,2000,3.73,323,755
4261,723247781,The Tale of Jemima Puddle-Duck,Beatrix Potter,Juvenile Nonfiction,2002,4.06,57,9246
4262,723247790,The Tale of The Flopsy Bunnies,Beatrix Potter,Juvenile Nonfiction,2010,4.19,58,5051
4263,723257639,The World of Peter Rabbit,Beatrix Potter,Juvenile Fiction,2006,4.63,1072,210
4264,723258058,A Journal,Beatrix Potter (Illustratorin),"Novelists, English",2006,4.34,32,341
4265,727852663,The Dig,Alan Dean Foster;Sean Clark,Interplanetary voyages,1997,3.4,336,2
4266,727853414,Exit to Eden,Anne Rampling;Anne Rice,Photographers,1998,3.57,336,12404
4267,727861158,Desert Heat,Ja Jance;Judith A. Jance,Fiction,2004,4,256,39
4268,727862421,The Dark City,Max Allan Collins,Fiction,2005,3.87,233,48
4269,735611319,Code,Charles Petzold,Computers,2000,4.38,400,4423
4270,735617228,Writing Secure Code,Michael Howard;David LeBlanc,Computers,2003,4.01,768,318
4271,735711020,Homepage Usability,Jakob Nielsen;Marie Tahir,Business enterprises,2001,3.72,336,333
4272,736805990,"The Girlhood Diary of Louisa May Alcott, 1843-1846",Louisa May Alcott,Juvenile Nonfiction,2001,3.87,32,26
4273,736903704,"Israel, My Beloved",Kay Arthur,Fiction,2001,4.17,448,649
4274,736908161,Living with Passion and Purpose,Elizabeth George,Religion,2005,3.96,160,19
4275,736909524,The Rapture,Tim F. LaHaye,Religion,1998,3.52,256,4
4276,736910190,Life Management for Busy Women,Elizabeth George,Religion,2002,4.54,166,10
4277,736910735,Simple Acts of Faith,Margaret Feinberg,Religion,2003,4.55,48,11
4278,736911685,A Wife After God's Own Heart Growth and Study Guide,Elizabeth George,Religion,2004,4.75,160,8
4279,736913823,Loving God with All Your Mind,Elizabeth George,Religion,2005,4.43,276,1434
4280,737000368,The Greenlander,Mark Adlard,Adventure stories,1978,3.72,192,60
4281,738206369,Perfectly Reasonable Deviations from the Beaten Track,Richard Phillips Feynman,Biography & Autobiography,2005,4.24,512,1786
4282,738511676,Middlesex Borough,,History,2003,5,128,2
4283,738519383,Juneau and Sauk Counties,Jacqueline Ann;Sheila Zenk,History,2002,2.67,128,3
4284,738528528,Sebastopol,Western Sonoma County Historical Society,History,2003,4.4,128,4
4285,738539562,Lake Orion,James E. Ingram;Lori Grove,History,2006,5,128,0
4286,738543390,Cypress Gardens,Mary M. Flekke;Sarah E. MacDonald;Randall M. MacDonald,History,2006,3,128,5
4287,738544922,Center City Philadelphia in the 19th Century,The Print and Photograph Department of the Library Company of Philadelphia,History,2006,4.44,128,9
4288,738546780,Selections from the Oakland Tribune Archives,Annalee Allen,History,2006,3,128,2
4289,738706124,Book of Nightmares,John Peel,Fiction,2005,4.11,192,326
4290,739403451,Rincewind the Wizzard,Terry Pratchett,Discworld (Imaginary place),1999,4.21,649,1557
4292,739410121,Hitchhiker's Trilogy,Douglas Adams,"Dent, Arthur (Fictitious character)",2000,4.4,839,687
4293,739412531,All the Pretty Horses,Cormac McCarthy,Americans,1992,3.98,302,663
4294,739414399,The Chrestomanci Quartet,Diana Wynne Jones,Chrestomanci (Fictitious character),2000,4.5,664,78
4295,739422952,The Last Herald-mage,Mercedes Lackey,"Fantasy fiction, American",1990,4.48,900,5107
4296,739423851,Wizard's Castle,Diana Wynne Jones,Fantasy,2002,4.44,376,439
4297,739427369,A Tolkien Miscellany,John Ronald Reuel Tolkien,"Fantasy fiction, English",2002,4.11,370,60
4298,739432176,The Abhorsen Trilogy,Garth Nix,"Fantasy fiction, American",2003,4.66,777,89
4299,739432974,The complete guide to Middle-earth,Robert Foster,Literary Criticism,1971,4.17,569,20
4300,739439707,Time Quartet,Madeleine L'Engle,Science fiction,2003,4.35,646,165
4301,739444050,The Foundation Trilogy,Isaac Asimov,Science fiction,2004,4.4,624,321
4302,739447343,The Christmas Thief,Mary Higgins Clark,Christmas stories,2004,3.61,253,11
4303,739449079,Night fall,Nelson DeMille,Fiction,2004,4.09,773,28
4304,739456903,The Sundering,Jacqueline Carey,Brothers,2005,3.82,733,304
4305,739461192,Marley and me : love and life with the world's worst dog,John Grogan,Labrador retriever,2005,4.13,291,406585
4306,739469053,Twelve sharp,Janet Evanovich,Bail bond agents,2006,4.14,401,19
4307,739844326,Bill Gates,Sara Barton-Wood,Juvenile Nonfiction,2001,5,48,0
4308,740720120,Another Day in Paradise,Jim Toomey,Humor,2001,4.34,130,65
4309,740721356,Calvin and Hobbes: Sunday Pages 1985-1995,Bill Watterson,Comics & Graphic Novels,2001,4.71,96,3537
4310,740721941,Another Day in Cubicle Paradise,Scott Adams,Humor,2002,3.99,128,396
4311,740748475,The Complete Calvin and Hobbes,Bill Watterson,Comics & Graphic Novels,2005,4.82,1456,31249
4312,742529789,Chomsky on Miseducation,Noam Chomsky,Education,2004,3.77,199,279
4313,743202414,A Primate's Memoir,Robert M. Sapolsky,Nature,2002,4.35,304,4769
4314,743202554,"New Jewish Wedding, Revised",Anita Diamant,Reference,2001,3.96,288,678
4315,743203046,Bowling Alone,Robert D. Putnam,History,2001,3.79,544,4418
4316,743203313,The Blackwater Lightship,Colm Toibin,Fiction,2001,3.86,288,4194
4317,743203585,The Most Of P.G. Wodehouse,P.G. Wodehouse,Fiction,2000,4.49,701,1845
4318,743203593,"How Right You Are, Jeeves",P.G. Wodehouse,Fiction,2000,4.17,206,2690
4319,743203623,Jeeves And The Tie That Binds,P.G. Wodehouse,Fiction,2000,4.23,205,2717
4320,743203968,The Body Artist,Don DeLillo,Fiction,2002,3.24,128,6943
4321,743210760,Sarah Ban Breathnach's Mrs. Sharp's Traditions,Sarah Ban Breathnach,Family & Relationships,2001,4.07,256,301
4322,743211480,Not Much Fun,Stuart Y. Silverstein,Biography & Autobiography,2001,4.18,256,430
4323,743211995,An Hour Before Daylight,Jimmy Carter,Biography & Autobiography,2001,3.89,288,1831
4324,743219570,Cover Her Face,P.D. James,Fiction,2001,3.94,250,25497
4325,743222040,Drugs and Crime Deviant Pathways,Cândido da Agra;Serge Brochu;Marie-Marthe Cousineau,Criminal behavior,2002,3.83,208,33
4326,743222059,The Skull Beneath the Skin,P. D. James,Fiction,1982,3.8,352,4707
4327,743222989,Authentic Happiness,Martin E. P. Seligman,Psychology,2004,3.95,336,8200
4329,743223853,Yanks,John Eisenhower,History,2002,3.69,368,104
4330,743225082,Man and Boy,Tony Parsons,Fiction,2001,3.56,368,12406
4331,743226720,Seventeen Seventy-six,David McCullough,Biography & Autobiography,2006,4.07,386,158126
4332,743227190,President Nixon,Richard Reeves,Biography & Autobiography,2002,3.96,704,374
4333,743227441,The Other Boleyn Girl,Philippa Gregory,Fiction,2001,4.05,661,408775
4334,743231538,Shampoo Planet,Douglas Coupland,Fiction,2002,3.5,282,8182
4336,743235657,Shout!,Philip Norman,Biography & Autobiography,2005,4.03,546,4452
4337,743236149,Man and Wife,Tony Parsons,Fiction,2002,3.48,352,3115
4338,743243781,Teacher Man,Frank McCourt,Biography & Autobiography,2006,3.75,272,25726
4339,743243803,The Partly Cloudy Patriot,Sarah Vowell,History,2003,3.88,197,25289
4340,743243820,Will You Miss Me When I'm Gone?,Mark Zwonitzer;Charles Hirshberg,Biography & Autobiography,2004,4.27,432,854
4341,743244257,Cosmopolis,Don DeLillo,Fiction,2004,3.22,224,449
4342,743244583,Chronicles,Bob Dylan,Biography & Autobiography,2005,3.98,320,40505
4343,743245920,The Boat of Dreams,Richard Preston,Fiction,2003,3.31,111,111
4344,743247540,The Glass Castle,Jeannette Walls,Biography & Autobiography,2006,4.26,288,752358
4345,743249291,Wideacre,Philippa Gregory,Fiction,2003,3.3,656,18538
4346,743249305,The Favored Child,Philippa Gregory,Fiction,2003,3.61,624,9430
4347,743250419,The Master,Colm Toibin,Fiction,2005,3.83,339,7082
4348,743250443,Generation of Swine,Hunter S. Thompson,Biography & Autobiography,2003,3.77,336,5860
4349,743250451,The Great Shark Hunt,Hunter S. Thompson,Biography & Autobiography,2003,4.08,624,10747
4350,743250974,The 7 Habits of Highly Effective People Personal Workbook,Stephen R. Covey,Self-Help,2003,4.22,192,1685
4351,743252217,Sea of Thunder,Evan Thomas,History,2006,4.11,415,2332
4352,743253973,A Separate Peace,John Knowles,Fiction,2003,3.57,208,169719
4353,743255488,Plan of Attack,Bob Woodward,Political Science,2004,3.67,480,4492
4355,743255810,The Scarpetta Collection Volume II,Patricia Cornwell,Fiction,2003,4.15,672,29
4356,743255909,The Trial of Queen Caroline,Jane Robins,Biography & Autobiography,2006,3.37,384,51
4357,743258070,Benjamin Franklin,Walter Isaacson,Biography & Autobiography,2004,3.99,586,94903
4358,743260945,The Sleeping Doll,Jeffery Deaver,Fiction,2007,3.93,428,347
4359,743261984,Liars and Saints,Maile Meloy,Fiction,2004,3.59,272,2206
4361,743264738,Einstein,Walter Isaacson,Biography & Autobiography,2007,4.1,675,99410
4362,743264916,I Heard that Song Before,Mary Higgins Clark,Fiction,2007,3.82,318,528
4363,743267745,I'm Too Young To Be Seventy,Judith Viorst,Humor,2005,3.94,64,188
4364,743269268,The Virgin's Lover,Philippa Gregory,Fiction,2005,3.7,441,42685
4365,743269519,The 7 Habits of Highly Effective People,Stephen R. Covey,Self-Help,2004,4.09,372,387431
4366,743270207,The Organized Student,Donna Goldberg,Family & Relationships,2005,3.84,246,207
4367,743270754,Team of Rivals,Doris Kearns Goodwin,Biography & Autobiography,2006,4.28,916,125020
4368,743270797,Untouchables,Narendra Jadhav,Biography & Autobiography,2005,3.82,320,299
4369,743271327,Brokeback Mountain,Annie Proulx,Fiction,2005,3.94,55,23424
4370,743272099,Love Smart,Dr. Phil McGraw,Family & Relationships,2005,3.55,284,66
4371,743272498,The Constant Princess,Philippa Gregory,Fiction,2006,3.89,390,133277
4372,743272501,The Boleyn Inheritance,Philippa Gregory,Fiction,2006,3.86,518,66751
4373,743272536,Virgin Earth,Philippa Gregory,Fiction,2006,3.61,661,4349
4374,743272773,How to Win Friends and Influence People for Teen Girls,Donna Dale Carnegie,Self-Help,2005,3.9,208,426
4376,743273052,Love-Lies-Bleeding,Don DeLillo,Euthanasia,2005,,,
4377,743275039,The Coffin Dancer,Jeffery Deaver,Fiction,2004,4.17,358,36
4378,743281594,Diary of a Mistress,Miasha,Fiction,2006,4.35,182,2449
4379,743284283,Female Chauvinist Pigs,Ariel Levy,Social Science,2006,3.68,236,8373
4380,743284798,Persian Mirrors,Elaine Sciolino,History,2005,3.82,418,528
4381,743284887,Chuck Klosterman IV,Chuck Klosterman,Biography & Autobiography,2006,3.85,374,14475
4382,743286979,Kissinger,Walter Isaacson,Biography & Autobiography,2005,3.94,896,2317
4383,743289412,Lisey's Story,Stephen King,Fiction,2006,3.67,513,56882
4384,743292499,True Evil,Greg Iles,Fiction,2006,4.08,512,12524
4385,743292545,You On A Diet,M. D. Roizen (Michael F.);Michael F. Roizen,Reducing diets,2006,3.65,370,4382
4386,743296168,The Good House,Tananarive Due,Fiction,2006,3.93,597,2385
4387,743297261,Does Anything Eat Wasps?,New Scientist,Humor,2006,3.51,224,573
4388,743297300,The SPEED of Trust,Stephen R. Covey;Rebecca R. Merrill,Business & Economics,2006,3.98,384,16043
4389,743297318,"Look Homeward, Angel",Thomas Wolfe,Fiction,2006,3.94,644,10780
4390,743406567,Fargo Rock City,Chuck Klosterman,Music,2002,3.8,288,12200
4391,743409159,Eye of the Storm,Virginia C. Andrews,Partition of decedents' estates,2002,3.82,368,36
4392,743410580,Like Shaking Hands With God,Kurt Vonnegut Jr.;Lee Stringer,Biography & Autobiography,2000,3.72,80,843
4393,743412621,The Second Time Around,Mary Higgins Clark,Fiction,2004,3.75,373,7254
4394,743414926,The Voyage of the Jerle Shannara,Terry Brooks,,2000,3.96,454,72
4395,743417348,The Inhuman Condition,Clive Barker,Fiction,2001,3.97,180,6129
4396,743417518,Star Trek Voyager Companion,Paul Ruditis,Fiction,2003,3.95,482,159
4397,743418131,Deck the Halls,Mary Higgins Clark;Carol Higgins Clark,Fiction,2001,3.61,292,6933
4398,743418263,Music & Silence,Rose Tremain,Fiction,2001,3.95,512,2793
4399,743418719,Salem Falls,Jodi Picoult,Fiction,2002,3.81,434,65364
4400,743418727,Perfect Match,Jodi Picoult,Fiction,2002,3.94,368,206
4401,743422007,"God Bless You, Dr. Kevorkian",Kurt Vonnegut,Fiction,2001,3.84,80,12423
4402,743422074,Blink-182,Blink-182;Anne Hoppus;Tom Delonge;Mark Hoppus;Travis Barker,Biography & Autobiography,2001,4.4,112,158
4403,743426916,The Diablo: The Black Road,Mel Odom,Fiction,2002,3.67,360,1179
4404,743426924,The Diablo: The Kingdom of Shadow,Richard A. Knaak,Fiction,2002,3.94,339,1144
4405,743428188,The Twentieth Wife,Indu Sundaresan,Fiction,2003,4.04,380,11007
4406,743428676,Black Cat,V. C. Andrews,Fiction,2004,3.75,375,22
4407,743428951,Last Man Standing,David Baldacci,English fiction,2002,4.05,548,55
4408,743431014,Songs of the Humpback Whale,Jodi Picoult,Fiction,2001,3.2,346,26836
4409,743435389,March Upcountry,David Weber;John Ringo,Fiction,2002,4.18,608,9455
4410,743436504,Roughing It,Mark Twain,Fiction,2003,3.9,560,5659
4412,743437810,The Vanished Man,Jeffery Deaver,Fiction,2004,4.09,560,14626
4413,743440749,One More for the Road,Ray Bradbury,"Fantasy fiction, American",2003,3.69,289,21
4414,743444043,Double Dealer,Max Allan Collins,Fiction,2003,3.65,320,1006
4415,743449029,Shooting Stars Omnibus,V.C. Andrews,Fiction,2002,3.94,656,1211
4416,743449657,Serpent,Clive Cussler;Paul Kemprecos,Archaeological expeditions,2002,3.9,480,6769
4417,743449673,Shock Wave,Clive Cussler,Adventure stories,2002,4.01,537,13648
4418,743454146,The Footprints of God,Greg Iles,Fiction,2004,3.77,528,6051
4419,743454537,My Sister's Keeper,Jodi Picoult,Fiction,2005,4.07,423,950402
4420,743454553,Vanishing Acts,Jodi Picoult,Fiction,2005,3.69,426,85123
4422,743456815,Sex and the City,Amy Sohn;Sarah Jessica Parker,Fiction,2002,4,160,87
4423,743456866,He Sees You When You're Sleeping,Mary Higgins Clark;Carol Higgins Clark,Fiction,2002,3.79,230,473
4424,743457625,From Sawdust to Stardust,Terry Lee Rioux,Biography & Autobiography,2005,4.11,362,178
4425,743457919,The Honourable Schoolboy,John le Carre,Fiction,2002,3.95,589,11083
4426,743458192,Changeling,Roger Zelazny,Fiction,2003,3.72,244,1772
4427,743461517,"Click, Clack, Moo",Doreen Cronin;Betsy Lewin,Children's stories,2003,4.24,30,337
4428,743463080,Eight Black Horses,Ed McBain,Fiction,2003,3.91,336,710
4429,743464117,Band of Brothers,Stephen E. Ambrose,History,2002,4.43,432,77632
4430,743464796,Pendulum,Amir D. Aczel,Biography & Autobiography,2004,3.72,288,179
4431,743466500,The Price of Pleasure,Kresley Cole,Fiction,2004,4,353,118
4432,743466527,Fall on Your Knees,Ann-Marie MacDonald,Fiction,2002,3.96,672,54468
4433,743467540,Homecoming,Christie Golden,Fiction,2003,3.91,262,1515
4434,743468597,First Things First,Stephen R. Covey,Conduct of life,2002,4.09,360,23
4435,743470125,Goodnight Nobody,Jennifer Weiner,Fiction,2006,3.65,400,53505
4436,743470796,", said the shotgun to the head.",Saul Williams,Poetry,2003,4.22,192,2687
4437,743471229,The Diablo: The Sin War #1: Birthright,Richard A. Knaak,Fiction,2006,3.74,326,1186
4438,743471237,Diablo: The Sin War #2: Scales of the Serpent,Blizzard Entertainment,Fiction,2007,3.86,327,830
4439,743471326,Diablo: Moon of the Spider,Richard A. Knaak,Fiction,2006,3.95,336,722
4440,743474163,Paradise,Judith McNaught,Fiction,2003,4.32,709,26661
4441,743474767,The Best of Ray Bradbury,Ray Bradbury,Comics & Graphic Novels,2003,4.07,162,297
4443,743477111,Romeo and Juliet,William Shakespeare,Drama,1992,3.74,283,1811259
4446,743477553,Othello,William Shakespeare,Drama,1993,3.88,314,261813
4448,743477880,Undaunted Courage,Stephen E. Ambrose,Explorers,2003,4.22,592,38555
4449,743480694,The Sea Hunters,Clive Cussler;Craig Dirgo,Fiction,2003,3.82,432,1963
4451,743480724,Blood Enemy,Greg Cox,Fiction,2004,3.9,310,531
4452,743482778,Twelfth Night,William Shakespeare,Drama,2004,3.98,220,133832
4456,743487141,The Languages of Pao,Jack Vance,Fiction,2004,3.8,224,862
