bookID,isbn,title,authors,categories,published_year,average_rating,num_pages,ratings_count
1958,373033109,Lawful Possession,Catherine George,Fiction,1994,3.25,192,1
1959,373033664,P.S. I Love You,Valerie Parv,Fiction,1995,2.79,192,22
1960,373062320,The Boy in White,Tessa Kay,Fiction,1987,2.33,157,2
1961,373124180,The Sultan's Bought Bride,Jane Porter,Fiction,2004,3.72,192,212
1962,373126000,A Mistress For The Taking,Annie West,Fiction,2007,3.42,186,155
1963,373194862,Sky's Pride and Joy,Sandra Steffen,Fiction,2000,3,192,2
1964,373195605,If You Don't Know by Now,Teresa Southwick,Fiction,2001,3.06,192,6
1965,373225733,The Stranger Next Door,Joanna Wayne,Fiction,2000,4,256,18
1966,373246471,The Sheik & the Princess Bride,Susan Mallery,Fiction,2004,3.95,256,497
1967,373246838,Lori's Little Secret,Christine Rimmer,Fiction,2005,3.73,248,98
1968,373250215,Burning The Map,Laura Caldwell,Fiction,2002,3.52,288,1285
1969,373250479,Slightly Settled,Wendy Markham,Fiction,2004,3.66,312,4601
1970,373250711,Monkey Business,Sarah Mlynowski,Fiction,2004,3.66,400,3250
1971,373273495,The Right Stuff,Merline Lovelace,Fiction,2004,3.57,256,39
1972,373274483,In Dark Waters,Mary Burton,Fiction,2005,3.8,249,91
1973,373274610,The Bluest Eyes in Texas,Marilyn Pappano,Fiction,2005,3.67,249,31
1974,373274742,Wild Fire,Debra Cowan,Fiction,2006,3.85,250,13
1975,373285230,The MacGregors,Nora Roberts,Fiction,2006,4.11,458,9300
1976,373285248,Dream Makers,Nora Roberts,Fiction,2006,3.81,411,966
1977,373285434,Rebellion,Nora Roberts,Fiction,2006,3.91,395,6462
1978,373288565,The Gunslinger,Mary McBride,Fiction,1995,4.12,304,15
1979,373289804,Lady of the Lake,Elizabeth Mayne,Fiction,1997,3.26,304,69
1980,373291779,The Gunslinger's Bride,Cheryl St. John,Fiction,2001,3.66,304,135
1981,373483376,Tallchief for Keeps,Cait London,Fiction,1997,4.22,296,64
1982,373484410,Time & Again,Nora Roberts,Man-woman relationships,2001,3.76,505,7434
1983,373510055,First Impressions,Nora Roberts,Fiction,1992,3.74,250,31
1984,373511620,Year's Happy Ending,Betty Neels,Fiction,2001,3.95,216,128
1985,373513283,Double-Cross,Meredith Fletcher,Fiction,2004,3.72,304,38
1986,373632444,Father to Son,Warren Murphy;Richard Sapir,Fiction,2002,4.1,349,59
1987,373638167,Savage Sun,James Axler,Fiction,1997,3.87,352,91
1988,373638175,Omega Path,James Axler,Fiction,1998,3.87,352,77
1989,373638523,Hydra's Ring,James Axler,Fiction,2006,3.88,348,23
1990,373692285,Her Last Temptation,Leslie Kelly,Fiction,2005,3.59,207,110
1991,373712480,Her Little Secret,Anna Adams,Fiction,2005,3.3,304,9
1992,373713010,Expectant Father,Melinda Curtis,Fiction,2005,3.63,304,38
1993,373713444,The Other Woman,Brenda Novak,Fiction,2006,4.11,299,528
1994,373760035,The Accidental Bodyguard,Ann Major,Fiction,1996,3.32,192,17
1995,373764197,Tallchief,Cait London,Fiction,2002,4.12,192,47
1996,373764219,Dr. Desirable,Kristi Gold,Fiction,2002,3.24,192,19
1997,373766629,Blame it on the Blackout,Heidi Betts,Fiction,2005,3.49,187,105
1998,373767617,Bedded Then Wed,Heidi Betts,Fiction,2006,3.41,181,101
1999,373767790,Blackmailed Into Bed,Heidi Betts,Fiction,2007,3.38,179,107
2000,373771258,Tell Me No Lies,Elizabeth Lowell,Fiction,2006,3.98,576,2188
2001,373771371,A Lady At Last,Brenda Joyce,Fiction,2006,4.07,379,1518
2002,373771711,"The Pirate, the Adventurer & the Cowboy",Jayne Ann Krentz,Fiction,2006,3.87,362,258
2003,373771720,Call After Midnight & Under the Knife,Tess Gerritsen,Fiction,2006,4,555,244
2004,373772513,Manhunting,Jennifer Crusie,Fiction,1993,3.77,328,13098
2005,373772521,Reckless Love,Elizabeth Lowell,Fiction,2007,3.78,384,1076
2006,373792735,The Perfect Score,Julie Kenner,Fiction,2006,3.25,240,108
2007,373802137,Elphame's Choice,P. C. Cast,Fiction,2004,4.02,551,3894
2008,373802390,Winter Moon,Mercedes Lackey;Tanith Lee;C. E. Murphy,Fiction,2005,3.78,393,2628
2009,373802420,Brighid's Quest,P. C. Cast,Fiction,2005,4.14,507,3280
2010,373802480,Shattered Dance,Caitlin Brennan,Fiction,2006,3.91,442,423
2011,373832710,Sizzle,Jennifer Crusie,Fiction,1994,3.09,92,655
2012,373835493,The Foundling,Georgette Heyer,Fiction,2003,3.85,406,3599
2013,373836082,Sylvester,Georgette Heyer,Fiction,2004,4.11,410,9626
2014,373836937,"And the Envelope, Please...",Barbara Bretton;Emilie Rose;Isabel Sharpe,Fiction,2006,3.57,279,7
2015,373870280,Suddenly Daddy,Loree Lough,Fiction,1998,3.81,256,36
2016,373895208,Seven Sunny Days,Chris Manby,Fiction,2005,3.32,352,549
2017,374131945,Cross-X,Joe Miller,Social Science,2006,3.8,480,185
2018,374146357,The Echo Maker,Richard Powers,Fiction,2006,3.37,451,6665
2019,374253846,That Same Flower,Jostein Gaarder;Anne Born,Fiction,1998,3.67,167,68
2020,374271070,Sylvia,Leonard Michaels,Fiction,2007,3.86,129,719
2021,374280398,Uncommon Carriers,John McPhee,Literary Collections,2006,3.95,248,1561
2022,374292795,The World Is Flat [Updated and Expanded],Thomas L. Friedman,Social Science,2006,3.68,616,85459
2023,374299196,The Discomfort Zone,Jonathan Franzen,Biography & Autobiography,2006,3.39,195,4660
2024,374422087,Everything on a Waffle,Polly Horvath,Juvenile Fiction,2004,3.71,150,9631
2025,374500525,Gimpel the Fool and Other Stories,Isaac Bashevis Singer,Fiction,1988,4.16,205,36
2026,374502005,The Natural,Bernard Malamud,Fiction,1952,3.63,231,8568
2027,374506809,The Slave,Isaac Bashevis Singer,Fiction,1988,4.17,320,1952
2028,374516006,Giving Good Weight,John McPhee,Literary Collections,1994,4.22,288,533
2030,374519749,Heirs of General Practice,John McPhee,Biography & Autobiography,1986,4.15,128,253
2031,374522596,The Control of Nature,John McPhee,Nature,1990,4.24,288,3365
2032,374522839,The Death of Artemio Cruz,Carlos Fuentes,Fiction,1991,3.86,307,5749
2033,374522871,Coming Into the Country,John McPhee,Nature,1991,4.22,448,5452
2034,374523932,Assembling California,John McPhee,Science,1994,4.17,294,1532
2035,374524793,Satan in Goray,Isaac Bashevis Singer,Fiction,1996,3.86,288,807
2036,374524920,The Stories (So Far) of Deborah Eisenberg,Deborah Eisenberg,Fiction,1997,4,496,204
2037,374525072,The Lost Lunar Baedeker,Mina Loy,Poetry,1997,4.17,256,1420
2038,374525110,The Spirit Level,Seamus Heaney,Poetry,1997,4.15,82,88
2039,374525803,The Artist of the Missing,Paul LaFarge,Fiction,1999,3.58,256,99
2040,374525862,The Magic Barrel,Bernard Malamud,Fiction,2003,4,240,1898
2041,374526966,The Eclogues of Virgil,Virgil,Poetry,2000,3.91,112,68
2042,374527059,The Oresteia of Aeschylus,Aeschylus;Ted Hughes,Drama,2000,4.01,208,211
2044,374528535,"Get Out of My Life, But First Could You Drive Me & Cheryl to the Mall",Anthony E. Wolf,Family & Relationships,2002,3.94,240,1301
2045,374528551,Selected Verse,Federico García Lorca;Christopher Maurer;Catherine Brown,Poetry,2004,4.43,432,184
2046,374528667,Crescent and Star,Stephen Kinzer,History,2002,3.83,272,784
2047,374529264,Memoirs of Hadrian,Marguerite Yourcenar;Grace Frick,Fiction,2005,4.25,347,9904
2048,374529388,The Fixer,Bernard Malamud,Fiction,2004,3.95,335,8394
2049,374529604,The Poetry of Pablo Neruda,Pablo Neruda;Ilan Stavans,Poetry,2005,4.45,1040,15986
2050,374529949,Play It As It Lays,Joan Didion,Fiction,2005,3.87,231,21868
2051,374530254,Gimpel the Fool,Isaac Bashevis Singer,Fiction,1957,4.16,224,1683
2052,374530300,Martin and John,Dale Peck,Fiction,2006,3.73,248,694
2053,374530319,Georgics (Zongo Classics),Virgil,Poetry,2017,3.85,224,77
2054,374530491,Palm-of-the-Hand Stories,Yasunari Kawabata;Lane Dunlop;J. Martin Holman,Fiction,2006,4,288,1721
2055,374530718,Sophie's World,Jostein Gaarder,Fiction,2007,3.91,518,4273
2057,375400702,Molloy,Samuel Beckett,Fiction,1997,4.28,512,6612
2059,375408274,Ralph Ellison,Arnold Rampersad,Biography & Autobiography,2007,4.14,657,180
2060,375411720,Collected Shorter Fiction,graf Leo Tolstoy;Louise Maude,Fiction,2001,4.42,848,65
2061,375413316,Palace Walk,Najīb Mahfūz;Ṣabrī Ḥāfiẓ,,2019,4.46,1313,3194
2063,375421050,On Late Style,Edward W. Saïd,Literary Criticism,2006,3.92,176,10
2064,375422714,The Good Husband of Zebra Drive,Alexander McCall Smith,Botswana,2007,4.07,233,21433
2065,375422722,Blue Shoes and Happiness,Alexander McCall Smith,Botswana,2006,4.06,227,365
2066,375423800,Black Hole,Charles Burns,Comics & Graphic Novels,2005,3.83,368,36698
2067,375500723,The Heart of a Woman,Maya Angelou,Biography & Autobiography,1997,4.2,288,17403
2068,375507159,Cliffs of Despair,Tom Hunt,Psychology,2006,3.72,256,70
2069,375507906,In Cold Blood,Truman Capote,True Crime,1966,4.07,343,3165
2070,375509178,Shakespeare's Kitchen,Francine Segan,Cooking,2003,3.99,288,108
2071,375700129,As She Climbed Across the Table,Jonathan Lethem,Fiction,1998,3.67,224,4374
2072,375700269,Evening,Susan Minot,Fiction,1999,3.36,288,3695
2073,375700811,The Executioner's Song,Norman Mailer,Fiction,1998,4.07,1056,15185
2075,375701478,Night Falls Fast,Kay Redfield Jamison,,2011,4.09,432,5211
2076,375701800,Geisha,Jodi Cobb;Ian Buruma,Photography,1998,3.89,128,183
2077,375701885,The Amen Corner,James Baldwin,Drama,1998,3.9,112,427
2078,375701893,Tell Me how Long the Train's Been Gone,James Baldwin,Fiction,1998,4.25,496,2013
2079,375701966,The Moviegoer,Walker Percy,Fiction,1998,3.69,242,20796
2080,375702369,The World and Other Places,Jeanette Winterson,Fiction,2000,3.87,240,1918
2081,375702970,Melville,Andrew Delbanco,Biography & Autobiography,2006,4.03,448,259
2082,375703063,A Virtuous Woman,Kaye Gibbons,Fiction,1997,3.68,165,22632
2083,375703403,Maximum City,Suketu Mehta,Social Science,2005,3.92,542,8793
2084,375703845,Glamorama,Bret Easton Ellis,Fiction,2000,3.47,546,16691
2087,375704051,Awakenings,Oliver W. Sacks,Medical,1999,4.09,464,8601
2088,375704256,Sons of Mississippi,Paul Hendrickson,Biography & Autobiography,2004,3.81,368,167
2089,375704434,For the relief of unbearable urges,Nathan Englander,Fiction,2000,3.94,205,2344
2090,375705040,"Breath, Eyes, Memory",Edwidge Danticat,Fiction,1998,3.87,234,24348
2091,375705244,Founding Brothers,Joseph J. Ellis,Biography & Autobiography,2002,3.92,290,36449
2092,375706330,The Tiny One,Eliza Minot,Fiction,2000,3.67,258,244
2093,375706364,Crucible of War,Fred Anderson,History,2000,4.15,912,2968
2094,375706674,No Country for Old Men,Cormac McCarthy,Fiction,2006,4.13,309,114408
2095,375707212,I Married a Communist,Philip Roth,Fiction,1999,3.8,323,4759
2096,375707492,Lives of Girls and Women,Alice Munro,Fiction,2001,3.99,277,8085
2097,375708219,The Working Poor,David K. Shipler,Social Science,2005,4.03,352,4752
2098,375708227,Masters of Death,Richard Rhodes,History,2003,4.05,335,1782
2099,375708731,American Chronicle,Gore Vidal,Vice-Presidents,2000,4.07,430,6921
2100,375711163,De Kooning,Mark Stevens;Annalyn Swan,Biography & Autobiography,2006,4.11,732,2664
2101,375713344,Geek Love,Katherine Dunn,Fiction,2002,3.96,348,46282
2102,375713930,John James Audubon,Richard Rhodes,Art,2006,4.14,528,437
2103,375714332,Mediterranean Winter,Robert D. Kaplan,Travel,2005,3.91,272,193
2104,375714499,Manufacturing Consent,Edward S. Herman;Noam Chomsky,Political Science,2002,4.24,412,12038
2106,375714634,Peanuts,Charles M. Schulz,Art,2003,4.38,368,583
2107,375714766,"Good-bye, Chunky Rice",Craig Thompson,Comics & Graphic Novels,2006,3.8,125,7035
2108,375719008,The Adolescent,Fyodor Dostoyevsky,Fiction,2004,3.94,647,3403
2109,375719016,The Double and the Gambler,Fyodor Mikhailovich Dostoevsky;Fyodor Dostoyevsky,Fiction,2007,4.15,344,2381
2110,375724370,Anil's Ghost,Michael Ondaatje,Fiction,2001,3.56,311,12507
2111,375724427,The Stories of John Cheever,John Cheever,United States,1978,4.27,693,12040
2112,375724508,Ghostwritten,David Mitchell,Fiction,2001,4.06,426,20093
2113,375724630,Theatre,William Somerset Maugham,Fiction,2001,4.14,304,4740
2114,375724931,The bridegroom,Ha Jin,Fiction,2001,3.76,240,1724
2115,375724958,Stranger in the Forest,Eric Hansen,Travel,2000,4.1,288,1521
2116,375725032,Elect Mr. Robinson for a Better World,Donald Antrim,Fiction,1993,3.67,185,795
2117,375725180,Staff Training in Mental Handicap,James Hogg;Peter J. Mittler,Intellectual disability facilities,1987,4,288,1238
2118,375725300,Shroud,John Banville,Fiction,2004,3.65,257,936
2119,375725970,Acts of Faith,Philip Caputo,Fiction,2006,3.93,688,1573
2120,375726217,Double Fold,Nicholson Baker,Language Arts & Disciplines,2002,3.42,370,826
2121,375726519,The Box Man,Kōbō Abe,Fiction,2001,3.65,178,3293
2122,375726527,The Ruined Map,Kōbō Abe,Fiction,2001,3.56,304,1330
2123,375726535,The Face of Another,Kobo Abe;Kōbō Abe,Fiction,2003,3.77,238,2416
2124,375726713,A Coffin for Dimitrios,Eric Ambler,Fiction,2001,3.92,304,4888
2125,375726721,Journey Into Fear,Eric Ambler,Fiction,2002,3.92,288,2185
2126,375726799,The Light of Day,Eric Ambler,Fiction,2004,3.74,224,742
2127,375727060,Julian,Gore Vidal,Fiction,2003,4.19,528,5035
2128,375727132,The Dive from Clausen's Pier,Ann Packer,Fiction,2003,3.42,432,19450
2129,375727272,Lunar Park,Bret Easton Ellis,Fiction,2006,3.62,404,19185
2130,375727388,"Salonica, City of Ghosts",Mark Mazower,History,2006,4.25,544,703
2131,375727574,World Light,Halldór Laxness,Fiction,2002,4.13,624,524
2132,375727582,Paradise Reclaimed,Halldor Kiljan Laxness,Fiction,2002,3.79,304,426
2134,375752196,In Search of Lost Time: Time regained & A guide to Proust,Marcel Proust,France,1998,4.41,749,964
2135,375752331,In Search of Lost Time Volume III The Guermantes Way,Marcel Proust,Fiction,1998,4.31,834,426
2136,375752676,Iceland,David Roberts;Jon Krakauer,Travel,1998,3.72,160,315
2138,375755195,Sailing Alone Around the Room,Billy Collins,Poetry,2001,4.23,192,11894
2139,375755209,Nine Horses,Billy Collins,Poetry,2003,4.17,144,4048
2140,375755217,The Trouble With Poetry,Billy Collins,Poetry,2007,4.17,101,5327
2141,375756604,Pipe Dream,Solomon Jones,Fiction,2001,3.98,341,136
2143,375757180,The Return of the Native,Thomas Hardy,Fiction,1994,3.85,448,28843
2144,375757287,Ethan Frome & Summer,Edith Wharton,Fiction,2001,3.86,274,472
2145,375757996,The Basic Works of Aristotle,Aristotle,Philosophy,2001,4.24,1487,2116
2146,375758232,Paris to the Moon,Adam Gopnik,Biography & Autobiography,2001,3.76,368,12094
2147,375758739,Comfort Me With Apples,Ruth Reichl,Biography & Autobiography,2002,4.03,302,17418
2149,375759310,Crossing to Safety,Wallace Stegner,Fiction,2002,4.16,368,29642
2150,375759344,The Waste Land and Other Writings,Thomas Stearns Eliot,Poetry,2002,4.21,272,2708
2151,375759867,The Lost Painting,Jonathan Harr,Art,2006,3.72,320,23275
2152,375760130,Daniel Deronda,George Eliot,Fiction,1876,3.83,796,19852
2153,375760393,The Botany of Desire,Michael Pollan,Gardening,2001,4.06,297,39426
2154,375760520,Paris 1919,Margaret MacMillan,History,2002,4.07,570,9150
2156,375760814,Savage Beauty,Nancy Milford,Biography & Autobiography,2002,4.01,608,6672
2157,375760849,The Survivor,John F. Harris,History,2006,4.01,560,1185
2158,375760946,The Truth About The Drug Companies,Marcia Angell,Medical,2005,3.94,319,628
2159,375802436,Flap Your Wings,,Juvenile Fiction,2000,4.24,48,1228
2160,375806709,The Phantom Tollbooth,Norton Juster,Fantasy fiction,2000,4.21,256,866
2161,375812938,Jurassic Park Institute Dinosaur Field Guide,Thomas R. Holtz;M. K. Brett-Surman,Juvenile Nonfiction,2001,4.08,160,2
2162,375813683,The School Skeleton,Ron Roy,Juvenile Fiction,2003,3.99,96,1759
2163,375813756,"Love, Stargirl",Jerry Spinelli,Juvenile Fiction,2007,3.82,274,686
2164,375814680,Terrier,Tamora Pierce,Juvenile Fiction,2006,4.16,584,54179
2165,375822976,Big Dog ... Little Dog,,Juvenile Fiction,2003,4.11,48,86
2166,375823026,"Junie B., First Grader",Barbara Park,Juvenile Fiction,2003,4.03,86,103
2167,375823786,Ancient Greece and the Olympics,Mary Pope Osborne;Natalie Pope Boyce,Juvenile Nonfiction,2004,4.06,119,1044
2168,375826882,Moose Master,George Edward Stanley,Juvenile Fiction,2004,4.08,48,10
2169,375826890,Code Word Kangaroo,George Edward Stanley,Juvenile Fiction,2004,4.33,48,4
2170,375827480,The Easter Rabbit's Parade,Lois Lenski,Juvenile Fiction,2004,2.97,40,27
2171,375828257,The People of Sparks,Jeanne DuPrau,Juvenile Fiction,2005,3.66,338,44751
2172,375829636,Young Warriors,Tamora Pierce;Josepha Sherman,Juvenile Fiction,2005,3.91,312,3583
2173,375832203,Ancient Rome and Pompeii,Mary Pope Osborne;Natalie Pope Boyce,Juvenile Nonfiction,2006,4.07,128,644
2174,375832211,Tsunamis and Other Natural Disasters,Mary Pope Osborne;Natalie Pope Boyce,Juvenile Nonfiction,2007,4.04,128,445
2175,375835318,Nick and Norah's Infinite Playlist,Rachel Cohn;David Levithan,Juvenile Fiction,2006,3.72,183,63806
2176,375836047,Toys Go Out,Emily Jenkins,Juvenile Fiction,2006,3.93,116,3861
2177,375836578,The Realm of Possibility,David Levithan,Juvenile Fiction,2006,3.93,210,14438
2178,375839372,Mayflower Treasure Hunt,Ron Roy,Juvenile Fiction,2007,4.18,114,926
2179,375839569,Are We There Yet?,David Levithan,Juvenile Fiction,2007,3.5,215,117
2180,375844406,Naomi and Ely's No Kiss List,Rachel Cohn;David Levithan,Juvenile Fiction,2007,3.44,230,13620
2181,375846735,The Amber Spyglass,Philip Pullman,Juvenile Fiction,2007,4.09,518,543
2182,380004615,Ox,Piers Anthony,Fiction,1976,3.43,256,805
2183,380016362,Laura,Donald Zochert,Biography & Autobiography,1977,4.11,241,5514
2184,380017792,Chaining the Lady,Piers Anthony,Fiction,1978,3.64,342,986
2185,380454505,A twist of Lennon,Cynthia Lennon,Biography & Autobiography,1980,3.84,190,390
2186,380477122,Bethany's Sin,Robert R. McCammon,,1984,3.57,342,1554
2187,380620006,Boy Who Turned Into a TV Set,Stephen Manes,Juvenile Fiction,1983,4,10,8
2188,380699176,100 Great Fantasy Short Short Stories,Isaac Asimov;Terry Carr,Fiction,1985,3.95,395,199
2189,380707632,Stephen Hawking's Universe,John Boslough,Biography & Autobiography,1989,4.04,160,648
2190,380710820,The Grass Crown,Colleen McCullough,Fiction,1992,4.29,1104,9397
2191,380710846,Caesar's Women,Colleen McCullough,Fiction,1997,4.24,943,5277
2192,380711966,Tim,Colleen McCullough,Fiction,1990,3.81,288,150
2193,380713802,Neither Here Nor There:,Bill Bryson,Travel,1993,3.87,254,46397
2194,380713810,Made in America,Bill Bryson,Language Arts & Disciplines,1996,3.9,364,10432
2195,380715430,The Mother Tongue,Bill Bryson,Language Arts & Disciplines,1991,3.94,270,26672
2196,380718120,Lucie Babbidge's House,Sylvia Cassedy,Juvenile Fiction,1993,3.75,242,160
2197,380720442,Wrinkles in Time,George Smoot;Keay Davidson,Science,1994,3.99,360,985
2198,380720868,Shadow of a Dark Queen,Raymond E. Feist,Fiction,1995,4.04,497,22935
2199,380725789,The Death of an Irish Sea Wolf,Bartholomew Gill,Fiction,1997,3.74,304,130
2200,380727501,Notes from a Small Island,Bill Bryson,Travel,1997,3.92,324,76476
2201,380730367,Prayers for Rain,Dennis Lehane,Fiction,2000,4.09,375,15965
2202,380731150,Devil May Care,Elizabeth Peters,Fiction,1977,3.87,352,2196
2203,380731215,Street of the Five Moons,Elizabeth Peters,Fiction,2000,3.94,376,3575
2204,380731223,Summer of the Dragon,Elizabeth Peters,Fiction,2001,3.92,352,2359
2205,380731509,Wayside School Is Falling Down (rack),Louis Sachar,Juvenile Fiction,1998,4.17,152,52011
2206,380731860,Shutter Island,Dennis Lehane,Fiction,2004,4.09,369,128927
2207,380731959,The Deeds of the Disturber,Elizabeth Peters,Fiction,2000,4.05,389,12003
2208,380732025,Killing Time,Cynthia Harrod-Eagles,Fiction,1998,3.97,280,11
2209,380732548,Anne Frank,Johanna Hurwitz,Juvenile Nonfiction,1999,3.99,64,143
2210,380755696,Silver Nights,Jane Feather,Fiction,2001,3.53,352,164
2211,380759497,Xanth 15: The Color of Her Panties,Piers Anthony;Piers A. Jacob,Fiction,1992,3.67,342,7250
2212,380759500,Firefly,Piers Anthony,Fiction,1992,3.27,466,2369
2213,380763397,Only Mine,Elizabeth Lowell,Fiction,1992,3.93,400,2164
2214,380771080,Neon Lit:city of Glass,Bob Callahan,Fiction,1994,3.92,129,120
2215,380776049,To Love a Dark Lord,Anne Stuart,Fiction,1994,3.83,409,1203
2216,380777584,Runaway Bride,Deborah Gordon,Fiction,1994,4.25,390,8
2217,380784912,The Night Remembers,Kathleen Eagle,Fiction,1998,3.79,355,219
2218,380789027,Smoke and Mirrors,Neil Gaiman,Fiction,2005,4.05,365,50702
2219,380789833,Shards of a Broken Crown,Raymond E. Feist,Fiction,1999,4.01,498,17883
2220,380792044,Sins of a Shaker Summer,Deborah Woodworth,Fiction,1999,3.5,272,55
2221,380793474,Regarding the Fountain,Kate Klise,Juvenile Fiction,1999,4.2,144,3099
2222,380794870,What Looks Like Crazy On an Ordinary Day,Pearl Cleage,Fiction,1998,3.72,244,18983
2223,380803275,Exile's Return,Raymond E. Feist,Fiction,2006,4.02,343,11973
2224,380809060,The Great Book of Amber,Roger Zelazny,Fiction,1999,4.3,1258,22974
2225,380810956,The Wolves in the Walls,Neil Gaiman,Juvenile Fiction,2005,4.07,56,13382
2226,380813815,Lamb,Christopher Moore,Fiction,2003,4.26,444,130754
2227,380813866,The Body in the Lighthouse,Katherine Hall Page,Fiction,2004,3.68,352,422
2228,380815699,The Nightingale's Song,Kathleen Eschenburg,Fiction,2001,3.8,384,15
2229,380815931,In the Beginning...was the Command Line,Neal Stephenson,Computers,1999,3.79,151,6618
2230,380817934,Olympos,Dan Simmons,Fiction,2006,3.94,891,12846
2231,380818205,The Marriage Lesson,Victoria Alexander,Fiction,2001,3.9,372,1449
2232,380818957,First Comes Love,Christie Ridgway,Fiction,2002,3.81,384,1042
2233,380898039,Red Message,Peter Abrahams,,1986,3.43,320,7
2234,385017332,Love Poems and Sonnets of William Shakespeare,William Shakespeare,Drama,1991,4.34,160,5625
2235,385023510,The Complete Poetry of John Milton,"John Milton (Dichter, Grossbritannien)",,1971,4.05,672,3355
2236,385040202,Your Child's Self-esteem,Dorothy Corkille Briggs,Family & Relationships,1975,4.26,368,179
2237,385074077,Complete Stories and Poems of Edgar Allan Poe,Edgar Allan Poe,Fiction,1966,4.38,821,174162
2238,385085338,Maccabbees,,Bible,1976,3.92,592,7
2239,385086164,A Man of the People,Chinua Achebe,Fiction,1966,3.87,160,3089
2240,385090021,Saint Thomas of Aquinas,Gilbert Keith Chesterton,Religion,1956,4.15,167,2841
2241,385092105,The Birth of Tragedy and The Genealogy of Morals,Friedrich Wilhelm Nietzsche,Philosophy,1956,4,320,819
2242,385121229,Plagues and peoples,William Hardy McNeill,History,1998,3.9,368,3406
2243,385129912,Night Shift,Stephen King,Fiction,1978,3.99,344,470
2244,385189516,The Complete Fairy Tales and Stories,"Andersen, H. C. (Hans Christian)",Fiction,1983,4.28,1101,255
2245,385236255,The King's buccaneer,Raymond E. Feist,Fiction,1992,4.01,465,128
2246,385239548,Trials of Tears,John Ehle,History,1989,4.15,424,2970
2247,385240872,Lost in the Funhouse,John Barth,Fiction,1988,3.71,205,4899
2248,385264585,The Beginning and the End,Naguib Mahfouz;Najīb Maḥfūẓ,Fiction,1989,4.07,412,348
2249,385264739,Children of the Alley,Najīb Maḥfūẓ,Fiction,1996,4.1,464,1124
2250,385265700,The Book of Ruth,Jane Hamilton,Fiction,1990,3.84,328,61475
2251,385302312,Dragonfly in Amber,Diana Gabaldon,Fiction,1992,4.32,743,1018
2252,385311770,Rain of Gold,Victor Villaseñor,Biography & Autobiography,1992,4.48,576,5673
2253,385313489,The Last Lion,William Manchester,Biography & Autobiography,1984,4.43,992,8986
2254,385313616,Shakespeare A to Z,Charles Boyce;David Allen White,Drama,1991,4.35,752,151
2255,385314698,The Sixteen Pleasures,Robert Hellenga,Fiction,1995,3.58,384,2636
2256,385315171,A Day in the Life,Mark Hertsgaard,Music,1996,4.16,448,1093
2257,385315287,Running from Safety,Richard Bach,Biography & Autobiography,1995,3.79,368,1723
2258,385316577,Follow Your Heart,Susanna Tamaro,Fiction,1995,3.57,208,3170
2259,385319274,There's No Such Place as Far Away,Richard Bach,Fiction,1998,3.93,48,2665
2260,385321988,Brian's Winter,Gary Paulsen,Juvenile Fiction,1996,4.01,133,65
2261,385324138,The Outlandish Companion,Diana Gabaldon,Literary Criticism,1999,4.07,577,11191
2262,385325339,Laura Ingalls Wilder's Fairy Poems,Laura Ingalls Wilder;Stephen W. Hines;Richard Hull,American poetry,1998,3.97,39,135
2263,385333137,Black and Blue,Anna Quindlen,Fiction,2000,3.88,288,73165
2264,385333471,"God Bless You, Mr. Rosewater",Kurt Vonnegut,Fiction,1998,3.96,288,40488
2265,385333501,Welcome to the Monkey House,Kurt Vonnegut,Fiction,1968,4.14,331,44749
2266,385333510,Bluebeard,Kurt Vonnegut,Fiction,1998,4.03,318,29644
2267,385333765,King Rat,James Clavell,Fiction,1999,4.13,368,27166
2268,385333781,Player Piano,Kurt Vonnegut,Fiction,1999,3.87,341,38620
2269,385333811,"Wampeters, Foma & Granfalloons (opinions)",Kurt Vonnegut,Fiction,2006,3.78,318,7077
2270,385333870,Galapagos: A Novel,Kurt Vonnegut,Fiction,1999,3.87,324,53777
2271,385333900,Jailbird,Kurt Vonnegut,Fiction,1999,3.81,310,17241
2272,385334176,Deadeye Dick,Kurt Vonnegut,Fiction,1999,3.81,271,21076
2273,385334230,Slapstick,Kurt Vonnegut,Fiction,1999,3.87,288,29942
2274,385334265,Palm Sunday,Kurt Vonnegut,Biography & Autobiography,1999,3.77,300,5005
2275,385334303,The Naked Ape,Desmond Morris,Science,1999,3.95,256,6479
2276,385335105,Aches & Pains,Maeve Binchy,Humor,2000,3.54,99,337
2277,385335547,The Midwife's Tale,Gretchen Moran Laskas,Fiction,2004,3.82,256,696
2278,385335679,Kissing in Manhattan,David Schickler,Fiction,2002,3.61,288,2634
2280,385335997,Voyager,Diana Gabaldon,Fiction,2001,4.39,870,188662
2281,385336101,Intuition,Allegra Goodman,Fiction,2007,3.33,385,3206
2282,385336950,The Cloud Atlas,Liam Callanan,Fiction,2004,3.37,368,1697
2283,385337817,Coming of Age in Mississippi,Anne Moody,Biography & Autobiography,1968,4.13,424,6824
2284,385337930,A Painted House,John Grisham,Fiction,2004,3.69,384,65551
2285,385338058,Lucifer's Shadow,David Hewson,Fiction,2005,3.58,369,575
2286,385339089,The Client,John Grisham,Fiction,2005,3.99,483,351882
2287,385339097,The Street Lawyer,John Grisham,Fiction,2005,3.83,384,86911
2288,385339593,The Summons,John Grisham,Fiction,2005,3.69,384,56780
2289,385339607,The Rainmaker,John Grisham,Fiction,2005,3.93,419,146553
